"","binlat","binlon","Latitude","Longitude","absLatitude","CP","NP","CN","logCP","logNP","logCN","POCavg_uM","PONavg_uM","POPavg_nM","DIN","Phosphate","Temperature","Nutricline_1uM_Interp","sp_Nutlim_CESM2","region","area_weights"
"214","[48,49)","[163,164)",48.5,163.5,48.5,75.9316239316239,12.4871794871795,6.0807665982204,4.32983325021656,2.52470247695294,1.80513077326362,88.84,14.61,1170,19.8742365903854,1.62409682822227,5.42629849457741,0,"Fe-lim","Subpolar",0.662620048215738
"215","[48,49)","[164,165)",48.5,164.5,48.5,82.7669491525424,13.5466101694915,6.10979042852674,4.41602881687936,2.60613634403423,1.80989247284513,48.8325,7.9925,590,19.9835979061127,1.62512597632408,5.9276948902607,0,"Fe-lim","Subpolar",0.662620048215738
"216","[48,49)","[165,166)",48.5,165.5,48.5,98.6666666666667,13.9333333333333,7.08133971291866,4.59174716565595,2.6342840508626,1.95746311479335,14.8,2.09,150,19.3397706699371,1.59401675885916,6.71530584073067,0,"Fe-lim","Subpolar",0.662620048215738
"217","[49,50)","[-14,-13)",49.5,-13.5,49.5,196.917293233083,25.6390977443609,7.68035190615836,5.28278380928,3.24411844205581,2.0386653672242,13.095,1.705,66.5,1.73636540591717,0.159344572007656,15.0043807249069,0,"Fe-lim","Subpolar",0.649448048330184
"218","[49,50)","[-13,-12)",49.5,-12.5,49.5,139.351851851852,19.0123456790123,7.32954545454545,4.9370020430528,2.94508854073524,1.99191350231757,15.05,2.05333333333333,108,1.97758652573824,0.155269488506019,14.8770376515388,0,"Fe-lim","Subpolar",0.649448048330184
"219","[49,50)","[-12,-11)",49.5,-11.5,49.5,229.574468085106,25.6382978723404,8.95435684647303,5.43622745654212,3.2440872442147,2.19214021232743,14.3866666666667,1.60666666666667,62.6666666666667,2.07160787606239,0.134081459239125,14.5557138395309,0,"Fe-lim","Subpolar",0.649448048330184
"220","[49,50)","[-11,-10)",49.5,-10.5,49.5,292.402597402597,34.4805194805195,8.48022598870057,5.67813161088199,3.54039451182236,2.13773709905963,11.2575,1.3275,38.5,2.00498551774025,0.0972955516278744,14.0622640304565,126,"Fe-lim","Subpolar",0.649448048330184
"221","[54,55)","[-167,-166)",54.5,-166.5,54.5,112.169279132791,15.4143672086721,7.27693051646552,4.72000915107672,2.73530001013367,1.98470914094304,41.390464,5.6879015,369,9.56925256299973,1.09384381997585,7.60076728081703,404,"PN-colim","Subpolar",0.58070295571094
"222","[55,56)","[-169,-168)",55.5,-168.5,55.5,95.3336849673203,12.2261756862745,7.79750654772161,4.55738321061333,2.50357920139324,2.0538040092201,36.4651345,4.6765122,382.5,7.8274316136837,0.992872646361589,8.19822227597237,0,"PN-colim","Subpolar",0.566406236924833
"223","[55,56)","[-167,-166)",55.5,-166.5,55.5,111.653873873874,14.6955666666667,7.59779302196857,4.71540367427068,2.68754586099651,2.02785781327417,37.18074,4.8936237,333,6.5865727660656,0.856028109699488,8.920297498703,152,"PN-colim","Subpolar",0.566406236924833
"224","[55,56)","[-166,-165)",55.5,-165.5,55.5,52.4660498866213,10.6488149659864,4.92693788503268,3.96016629159085,2.36544861516498,1.59471767642587,11.568764,2.3480637,220.5,5.39688065433502,0.747654295772314,9.04503480815887,152,"PN-colim","Subpolar",0.566406236924833
"225","[55,56)","[-164,-163)",55.5,-163.5,55.5,56.591795959596,9.26981656565657,6.10495316263981,4.03586402699288,2.22676359142692,1.80910043556597,14.0064695,2.2942796,247.5,3.13864108526707,0.564179223492742,8.75546526312828,51,"PN-colim","Subpolar",0.566406236924833
"226","[56,57)","[-165,-164)",56.5,-164.5,56.5,53.0259245098039,13.2540735294118,4.00072659866685,3.97078093565573,2.58430494136543,1.3864759942903,5.4086443,1.3519155,102,2.936808614254,0.486114482700825,9.19044171047211,76,"PN-colim","Subpolar",0.551936985312058
"227","[57,58)","[-164,-163)",57.5,-163.5,57.5,42.2691801801802,5.29723933933934,7.97947335818357,3.7440582195522,1.66718580548336,2.07687241406885,14.075637,1.7639807,333,1.81520902007818,0.446436609894037,8.71856720972061,51,"PN-colim","Subpolar",0.537299608346824
"228","[57,58)","[-161,-160)",57.5,-160.5,57.5,69.5477508417508,14.9334390572391,4.65718248657781,4.24201357912262,2.7036029304536,1.53841064866902,20.655682,4.4352314,297,1.72954870423675,0.526392176240683,7.93342849445343,0,"N-lim","Subpolar",0.537299608346824
"229","[58,59)","[-175,-174)",58.5,-174.5,58.5,92.9661240223464,13.8219311173184,6.72598663915079,4.53223516897103,2.62625654210292,1.90597862686811,8.3204681,1.237062835,89.5,5.09872325921059,0.818633720308542,7.14135963916778,152,"PN-colim","Subpolar",0.522498564715949
"230","[58,59)","[-173,-172)",58.5,-172.5,58.5,78.0070390243903,8.89291300813008,8.77182076931087,4.35679906652029,2.1852546683085,2.1715443982118,9.5948658,1.0938283,123,3.20879763913155,0.723098020076752,7.18227983784676,101,"PN-colim","Subpolar",0.522498564715949
"231","[58,59)","[-169,-168)",58.5,-168.5,58.5,93.4893089430894,11.6250739837398,8.04203991078718,4.53784708690234,2.45316431564584,2.0846827712565,11.499185,1.4298841,123,1.10019492170215,0.569588001310825,7.0116566901207,11,"PN-colim","Subpolar",0.522498564715949
"232","[59,60)","[-173,-172)",59.5,-172.5,59.5,85.7229863247863,11.2194914529915,7.64054116748135,4.45112100813184,2.41765257402201,2.03346843410983,10.0295894,1.3126805,117,1.68182906490564,0.659517816215753,6.52597092413902,76,"PN-colim","Subpolar",0.507538362960704
"233","[61,62)","[-174,-173)",61.5,-173.5,61.5,46.7405929460581,8.34256680497925,5.60266330958968,3.84461301508198,2.12137093940027,1.72324207568171,5.63224145,1.0052793,120.5,0.188213159027509,0.515956693872809,5.22883705329895,21,"PN-colim","Subpolar",0.477158760259608
