"","Cruise","ISO.DateTime.UTC","Year","Day","Month","Latitude","Longitude","absLatitude","Depth","CP","NP","CN","logCP","logNP","logCN","POCavg_uM","PONavg_uM","POPavg_nM","Nitrate","Nitrite","Phosphate","Temperature","Nutricline_1uM_Interp","PAR_MODIS_surfmean_umols","CHLOR_a_MODIS","MLD_Holte17","MLPAR_surfmean_umols","FeT_CESM","sp_Nutlim_CESM2","frac_dia_NOBM","frac_coc_NOBM","frac_cya_NOBM","frac_chloro_NOBM","region","area_weights","Omega_P_High","Omega_P_Med","Omega_P_Low","Omega_N_High","Omega_N_Med","Omega_N_Low","Omega_Fe_High","Omega_Fe_Med","Omega_Fe_Low","Theta"
"1","BVAL46",2011-10-01,2011,1,10,39.453,-64.148,39.453,5,NA,NA,NA,NA,NA,NA,NA,NA,8,0.13,NA,0,26.5,NA,265.092592592593,0.13308956,48.0852532076743,98.7302116555349,0.49214311002288,"Fe-lim",0.104696944,0.010954347,0.13047759,0.7538711,"Subtropical",0.772146101700644,1.599194716,2.026015333,1.109232446,-0.363975633,0.233254617,0.203851546,-0.265816037,-0.601208735,0.222527533,0.246226822
"2","BVAL46",2011-10-13,2011,13,10,19.667,-65.967,19.667,5,NA,NA,NA,NA,NA,NA,NA,NA,9,0,NA,0,28.7,NA,541.921296296296,0.060009506,28.2907302562738,338.745669471549,1.84443494072184,"P-lim",0.048359886,0.034062248,0.6064588,0.31111908,"Subtropical",0.941664541576091,1.141670202,1.974059081,0.62742559,0.442986157,0.15955653,-0.056493847,-0.265816037,-0.527729746,0.057740429,0.190666525
"3","AE1319",2013-08-27,2013,27,8,53,-46,53,1,96.2454212454212,12.7289377289377,7.56115107913669,4.56690140056019,2.54387796281393,2.02302343774626,10.51,1.39,109.2,0.16,NA,0.7,NA,NA,307.037037037037,0.86868215,15.8260591136413,142.228580123097,0.26696148688643,"Fe-lim",0.84473246,0.15526755,1.8134406e-15,5.081676e-11,"Subpolar",0.601815023152048,-0.204661331,-0.567900297,-2.603210723,-0.680641479,-0.738260257,0.843424983,-0.265816037,1.133984317,-2.399590735,0.849802246
"4","AE1319",2013-08-29,2013,29,8,49,-40,49,5,117.769454848107,13.1086142322097,8.98412698412698,4.76872894088891,2.57326958907726,2.19545935181165,5.66,0.63,48.06,NA,NA,0,NA,NA,309.189780092593,0.24843511,22.3499889771289,160.737077750208,0.16456038279955,"Fe-lim",0.06874379,0.93125254,8.6953146e-11,3.678202e-06,"Subpolar",0.656059028990507,1.088925797,0.189889274,-0.529364124,-0.763336096,0.033164767,0.008544918,-0.265816037,0.243104458,-0.582593478,0.724270722
"5","AE1319",2013-08-30,2013,30,8,47,-42.5,47,5,110.349330721515,12.7326150832517,8.66666666666667,4.70365106763238,2.54416681827901,2.15948424935337,3.38,0.39,30.63,0.03,NA,0,18.3,NA,367.430532407407,NA,10.9938450756609,NA,0.171133920474631,"Fe-lim",0.8361403,0.16385624,3.3821276e-11,3.507943e-06,"Subpolar",0.681998360062498,1.76355214,0.891063751,-0.353272742,-1.06796891,-0.321393909,0.060276644,-0.265816037,-0.47488772,0.079598856,0.550316167
"6","AE1319",2013-08-31,2013,31,8,45,-45,45,5,133.186571271326,12.1078701155751,11,4.89175093674265,2.49385566394428,2.39789527279837,4.84,0.44,36.34,NA,NA,NA,NA,NA,440.810185185185,0.24376887,13.8464517029949,288.721797458488,0.212918614970192,"Fe-lim",0.9542476,0.039537877,6.4735406e-07,0.0062139165,"Subpolar",0.707106781186548,1.300281683,0.748949673,-0.616776102,-1.06453184,-0.414268632,-0.050967012,-0.265816037,0.106211053,-0.873658094,0.627906901
"7","AE1319",2013-09-01,2013,1,9,43,-47.5,43,5,112.658227848101,9.28270042194093,12.1363636363636,4.72435870325321,2.22815249821128,2.49620620504193,2.67,0.22,23.7,0.09,NA,0,19.4,NA,540.37037037037,0.17161761,14.8100932359459,365.135523286277,0.217075259456578,"Fe-lim",0.9542191,0.010323659,0.0006353789,0.034821745,"Subtropical",0.73135370161917,1.170977433,0.720102068,0.371226914,-0.933705777,-0.200625552,0.661729332,-0.265816037,-0.487523275,-0.565696341,0.518291013
"8","AE1319",2013-09-02,2013,2,9,41,-50,41,5,121.859296482412,7.53768844221105,16.1666666666667,4.80286707164114,2.01991556236581,2.78295150927533,1.94,0.12,15.92,0.01,NA,0,23.7,NA,525.625,0.14631525,34.9499494859246,238.795804296576,0.208153639889019,"Fe-lim",0.08012363,0.15543611,0.14533871,0.6191015,"Subtropical",0.754709580222772,2.213669421,1.351063097,0.271911229,-0.830778478,-0.359787501,0.431887551,-0.24835991,-0.643545574,-0.358477869,0.29279246
"9","AE1319",2013-09-03,2013,3,9,39,-52.5,39,5,169.831223628692,11.6033755274262,14.6363636363636,5.13480514171158,2.45129604952549,2.68350909218609,1.61,0.11,9.48,0.001,NA,0,NA,NA,496.50462962963,0.07313301,45.5119831516821,230.418225670301,0.210920096762379,"Fe-lim",0.01161779,0.08787597,0.4450531,0.45545316,"Subtropical",0.777145961456971,1.249579211,1.916389388,0.68351181,-0.125880048,0.046800953,0.33586125,-0.265816037,-0.632225722,-0.203569336,0.240133547
"10","AE1319",2013-09-04,2013,4,9,37,-55,37,5,177.330895795247,10.9689213893967,16.1666666666667,5.17801745506354,2.39506594578821,2.78295150927533,1.94,0.12,10.94,0.001,NA,0,27,NA,489.583333333333,NA,45.1273921205904,NA,0.247077425456155,"Fe-lim",0.008401362,0.08229898,0.69819283,0.21110685,"Subtropical",0.798635510047293,1.66162272,2.111109452,1.104202498,0.336664216,0.242562597,0.717906644,-0.265816037,-0.655666532,0.384589051,0.159610967
"11","AE1319",2013-09-05,2013,5,9,35,-57.5,35,5,135.389888603256,14.5672664952871,9.29411764705882,4.90815867972255,2.6787769907518,2.22938168897075,1.58,0.17,11.67,0.001,NA,0,NA,NA,340.347199074074,NA,23.3292668498512,NA,0.278453780993004,"Fe-lim",0.0050145625,0.11696947,0.76861346,0.1094025,"Subtropical",0.819152044288992,1.29763305,1.719652454,0.495002288,0.097048714,0.058805236,0.343945167,-0.265816037,-0.680505112,-0.298356868,0.21378131
"12","AE1319",2013-09-06,2013,6,9,33,-60,33,5,233.295583238958,18.1200453001133,12.875,5.45230624716776,2.89701880061796,2.5552874465498,2.06,0.16,8.83,0.001,NA,0,27.5,NA,432.407407407407,NA,24.0288696319129,NA,0.396605912101222,"PN-colim",0.005553361,0.067177236,0.86715716,0.060112268,"Subtropical",0.838670567945424,1.430889147,1.719661982,0.886883631,0.015288693,0.011570812,0.498258743,-0.247247391,-0.626818569,-0.098601753,0.209641575
"13","AE1319",2013-09-08,2013,8,9,31.7,-64.2,31.7,5,144.897959183673,18.3673469387755,7.88888888888889,4.97602976491878,2.91057446521368,2.0654552997051,1.42,0.18,9.8,0.001,NA,0,NA,NA,455.161990740741,0.090058416,29.3488274323809,258.013083268763,0.67230430431664,"PN-colim",0.00876904,0.022382902,0.87337136,0.09547672,"Subtropical",0.850811109424051,1.431400037,1.798249765,0.942289659,-0.189365207,0.181750822,0.596617366,-0.265816037,-0.642907186,0.065584603,0.204499229
"14","NH1418",2014-09-20,2014,20,9,19.001,-158,19.001,2,182.217343578485,26.344676180022,6.91666666666667,5.20520017007872,3.27126621207012,1.9339339580086,1.66,0.24,9.11,0.01,0,NA,NA,NA,614.050925925926,0.055812124,45.5357573831869,306.038248489883,0.102880430857599,"N-lim",0.0022598384,0.008682651,0.8967416,0.09231592,"Subtropical",0.945512893219072,-0.64267801,-0.569569719,0.187475877,0.306409573,0.254820859,0.051089694,-0.265816037,0.056475466,0.30010966,1.549248577
"15","NH1418",2014-09-21,2014,21,9,18.001,-157.65,18.001,5,246.666666666667,26.6666666666667,9.25,5.50803789753011,3.28341434600577,2.22462355152433,1.48,0.16,6,0.01,0,NA,NA,NA,566.087962962963,0.03818771,55.8904925752541,274.981289259546,0.0893569672912875,"Fe-lim",0.0015043553,0.009307448,0.91566926,0.07351896,"Subtropical",0.951051122786303,-0.64949846,-0.573457757,-0.397701624,0.823852084,0.184791712,-0.243940186,-0.265816037,-0.01302606,-0.286365178,1.481070177
"16","NH1418",2014-09-22,2014,22,9,13.002,-155.57,13.002,5,150.137741046832,17.9063360881543,8.38461538461539,5.01155314638648,2.88515462161888,2.12639852476761,1.09,0.13,7.26,0.01,0,NA,28.1,NA,455.393518518518,NA,34.8031427637567,NA,0.0718131210166728,"Fe-lim",0.06654825,0.0017062926,0.3302049,0.6015405,"Tropical",0.974362211918508,-0.678611804,-0.737621427,0.236233974,0.194064182,0.145393911,0.22899365,-0.265816037,1.036434543,0.43738513,1.456157824
"17","NH1418",2014-09-23,2014,23,9,11.999,-155.22,11.999,5,162.393162393162,23.1990231990232,7,5.09002032335082,3.14411017429551,1.94591014905531,1.33,0.19,8.19,0.03,-0.02,NA,28.4,NA,574.467592592593,NA,25.253699089705,NA,0.075525567897694,"Fe-lim",0.11739316,0.0022638324,0.2063234,0.6740196,"Tropical",0.978151229328383,-0.678661988,-0.742294574,0.025484746,0.184386087,0.003439703,0.27789777,-0.250781869,1.396204222,0.066539115,1.389410999
"18","NH1418",2014-09-23,2014,23,9,11.999,-155.22,11.999,5,162.393162393162,23.1990231990232,7,5.09002032335082,3.14411017429551,1.94591014905531,1.33,0.19,8.19,0.03,-0.02,NA,28.4,NA,574.467592592593,NA,25.253699089705,NA,0.075525567897694,"Fe-lim",0.11739316,0.0022638324,0.2063234,0.6740196,"Tropical",0.978151229328383,-0.674257823,-0.762142852,-0.131168809,0.248553183,0.057860954,0.214158091,-0.265816037,0.975175332,-0.131788878,1.407643835
"19","NH1418",2014-09-23,2014,23,9,11.001,-154.87,11.001,5,122.257053291536,15.6739811912226,7.8,4.80612582232694,2.75200208863139,2.05412373369555,1.17,0.15,9.57,0.01,0,NA,28.4,NA,440.856435185185,NA,23.1525077921305,NA,0.0800120521924352,"Fe-lim",0.11308292,0.0028360034,0.23128161,0.6527994,"Tropical",0.981623853052942,-0.681155169,-0.77222291,0.104207172,-0.446394268,0.040937556,0.053819427,-0.265816037,2.401296747,0.331506449,1.249433336
"20","NH1418",2014-09-24,2014,24,9,10.004,-154.52,10.004,5,172.379032258065,25.2016129032258,6.84,5.14969572819992,3.22690799656547,1.92278773163446,1.71,0.25,9.92,0.01,0,NA,NA,NA,490.763888888889,NA,23.4939339193186,NA,0.0833337076795448,"Fe-lim",0.08792842,0.00520399,0.3285196,0.578348,"Tropical",0.98479562768254,-0.679526272,-0.759410371,-0.132538104,-0.169093441,0.172010363,0.053328659,-0.224911015,2.38187221,-0.172812325,1.25360875
"21","NH1418",2014-09-25,2014,25,9,7.0004,-153.13,7.0004,5,152.625152625153,19.5360195360195,7.8125,5.02798493243137,2.97225991736885,2.05572501506252,1.25,0.16,8.19,0.01,0,NA,29.3,NA,497.175925925926,NA,50.4930831130934,NA,0.081795324591738,"Fe-lim",0.0050852355,0.10630024,0.6278009,0.26081365,"Tropical",0.992545300808614,-0.671156573,-0.700063217,0.250499043,0.048921575,-0.04379823,0.295899221,-0.079573525,2.928787612,0.251722294,1.318109991
"22","NH1418",2014-09-26,2014,26,9,4.999,-152.43,4.999,5,123.512747875354,18.1303116147309,6.8125,4.81634437240383,2.89758521241447,1.91875915998936,2.18,0.32,17.65,0.11,0,NA,28.9,NA,578.773148148148,0.08377093,65.84612256958,196.6156353917,0.0742658273373831,"Fe-lim",0.011580275,0.12305706,0.32634145,0.5390212,"Tropical",0.996196219094689,-0.681734105,-0.71661439,-0.223461936,-0.805935014,-0.638896588,0.077056474,3.947156452,1.528212097,0.154510853,1.056051099
"23","NH1418",2014-09-26,2014,26,9,3.0008,-151.74,3.0008,5,119.083969465649,21.3740458015267,5.57142857142857,4.77982887003648,3.06217737296214,1.71765149707433,2.34,0.42,19.65,3.6,0.15,NA,27.5,NA,561.550902777778,NA,41.7425958649365,NA,0.0798475213559247,"Fe-lim",0.031754393,0.11233705,0.10604636,0.74986213,"Tropical",0.998628803909427,-0.680859813,-0.704125603,-0.26428041,-1.203585687,-1.352321034,0.288456338,4.453850799,1.293228946,0.337030223,1.00885388
"24","NH1418",2014-09-27,2014,27,9,1.9997,-151.39,1.9997,5,156.833824975418,26.5486725663717,5.90740740740741,5.05518680515848,3.27897974893791,1.77620705622057,3.19,0.54,20.34,3.6,0.11,NA,27.4,NA,440.787037037037,0.13225543,58.5637132370461,140.357878990195,0.0867280973202433,"Fe-lim",0.044676892,0.122174434,0.077110924,0.7560378,"Tropical",0.999391009738734,-0.681566153,-0.708380727,-0.227390763,-1.202295386,-1.367556961,0.197933678,4.47535783,1.566301942,0.127354263,1.00277692
"25","NH1418",2014-09-27,2014,27,9,1e-04,-150.7,1e-04,5,139.68253968254,24.3386243386243,5.73913043478261,4.93937227407477,3.19206456741754,1.74730770665722,3.96,0.69,28.35,4.12,0.15,NA,NA,NA,654.421296296296,NA,44.2101793097184,NA,0.100331104936568,"Fe-lim",0.0840214,0.15392557,0.023437487,0.73861563,"Tropical",0.999999999998477,-0.674210004,-0.725249912,-0.36425844,-1.199162775,-1.386821338,-0.009451057,4.340562019,0.993545181,-0.028487962,0.982951413
"26","NH1418",2014-09-28,2014,28,9,-2.001,-150,2.001,5,144.170017231476,24.1240666283745,5.97619047619048,4.97099327834573,3.18320995749732,1.78778332084842,2.51,0.42,17.41,4.98,0.16,NA,27.5,NA,623.657407407407,NA,69.8834080976004,NA,0.0773387922883284,"Fe-lim",0.08672187,0.28046784,0.005373933,0.62743634,"Tropical",0.999390217755755,-0.682029041,-0.710195362,-0.34409537,-1.252895304,-1.455209481,0.097311995,4.674831352,1.868393091,-0.266398907,0.989634374
"27","NH1418",2014-09-29,2014,29,9,-3.0001,-149.67,3.0001,5,131.10667996012,20.9371884346959,6.26190476190476,4.87601134263802,3.04152692874362,1.8344844138944,2.63,0.42,20.06,5.61,0.13,NA,NA,NA,652.060150462963,NA,128.24887673085,NA,0.0693552575403711,"Fe-lim",0.088168226,0.22561473,0.008499345,0.6777177,"Tropical",0.998629443409577,-0.679730736,-0.690042511,-0.411104005,-1.234213098,-1.499184819,-0.043525542,4.441229033,1.130896003,-0.084875605,0.97848016
"28","NH1418",2014-09-29,2014,29,9,-0.9993,-150.35,0.9993,5,122.706889523033,22.4215246636771,5.47272727272727,4.80979849947252,3.11002141995612,1.6997770795164,3.01,0.55,24.53,4.66,0.16,NA,27.2,NA,652.384224537037,0.14837445,37.7836031281191,280.084502322946,0.0882050062436246,"Fe-lim",0.12713526,0.3086146,0.004251272,0.5599988,"Tropical",0.99984790830314,-0.6786116,-0.697855305,-0.225477165,-1.21219265,-1.411780132,0.091057152,4.295227609,1.455911165,0.197471526,0.993007332
"29","NH1418",2014-09-30,2014,30,9,0.4971,-150.87,0.4971,5,NA,NA,NA,NA,NA,NA,NA,NA,19.92,3.8,0.15,NA,27.4,NA,627.824074074074,NA,44.2101793097184,NA,0.100331104936568,"Fe-lim",0.0840214,0.15392557,0.023437487,0.73861563,"Tropical",0.999962363472956,-0.679174519,-0.709064763,-0.225684893,-1.191611993,-1.450272784,0.182116141,4.306932379,1.345785815,-0.066924793,0.996559217
"30","NH1418",2014-09-30,2014,30,9,0.9972,-151.04,0.9972,5,NA,NA,NA,NA,NA,NA,NA,NA,21.8,2.35,0.09,NA,27.7,NA,649.814780092593,NA,51.8109146985463,NA,0.0979725750269722,"Fe-lim",0.064678326,0.12777328,0.045395885,0.76215255,"Tropical",0.999848546847946,-0.681415556,-0.704490369,-0.205759365,-1.15606863,-1.297110453,0.23548192,4.351020402,1.369974915,0.360177847,1.013198919
"31","NH1418",2014-09-30,2014,30,9,1.4993,-151.22,1.4993,5,NA,NA,NA,NA,NA,NA,NA,NA,21.92,1.91,0.06,NA,27.9,NA,623.611076388889,0.13677119,51.8109146985463,217.026195717018,0.0979725750269722,"Fe-lim",0.051385045,0.1144335,0.06638443,0.767797,"Tropical",0.999657644712707,-0.68171625,-0.697176985,-0.25978248,-1.123367118,-1.23133473,0.230429476,4.439932617,1.227023603,0.304754058,1.011016282
"32","NH1418",2014-10-01,2014,1,10,3.9985,-152.09,3.9985,5,358.295407529996,59.1642532064543,6.05594405594406,5.88135780684109,4.08031752853856,1.80104027830253,8.66,1.43,24.17,3.04,0.09,NA,27.7,NA,581.388888888889,NA,32.7055917086574,NA,0.0749203600862725,"Fe-lim",0.03285737,0.1616073,0.21186027,0.5936751,"Tropical",0.997565876138176,-0.681278852,-0.699935378,-0.241981325,-1.182124431,-1.410613513,0.177185428,4.456042705,1.393959224,0.198846718,1.003684228
"33","NH1418",2014-10-03,2014,3,10,7.9994,-153.48,7.9994,5,167.630057803468,21.9653179190751,7.63157894736842,5.12175951447083,3.0894647512167,2.03229476325413,1.45,0.19,8.65,0.01,0,NA,29.1,NA,407.777777777778,NA,31.231825648385,NA,0.0856529244699367,"Fe-lim",0.008817637,0.09740549,0.67330056,0.22047627,"Tropical",0.990269526104578,-0.657783418,-0.599038091,0.170901514,0.880065098,0.363640885,0.112061072,-0.265816037,1.97537848,0.28159434,1.459429032
"34","NH1418",2014-10-03,2014,3,10,9.0001,-154.17,9.0001,5,145.702306079665,226.415094339623,0.643518518518518,4.98156554066454,5.42237001521802,-0.440804474553473,1.39,2.16,9.54,0.01,0,NA,28.8,NA,298.125,NA,26.8231190448634,NA,0.0861956541213793,"Fe-lim",0.032218263,0.037701212,0.5920725,0.33800808,"Tropical",0.987688067563986,-0.674781576,-0.720412948,0.314860362,0.264937788,0.236117516,0.29390772,-0.240039355,1.825604151,0.460952203,1.407260669
"35","NH1418",2014-10-05,2014,5,10,14.999,-156.26,14.999,5,143.931256713212,20.4081632653061,7.05263157894737,4.96933580165598,3.01593498087151,1.95340082078447,1.34,0.19,9.31,0.01,0,NA,27.3,NA,418.287037037037,NA,39.3081365172066,NA,0.0664354113708576,"Fe-lim",0.014557903,0.002683809,0.76665574,0.21610263,"Tropical",0.965930343386453,-0.660413436,-0.622613706,0.07913831,0.403588616,0.343023246,0.211849411,-0.265816037,-0.224773167,0.39060707,1.571867034
"36","NH1418",2014-10-05,2014,5,10,16,-156.61,16,5,167.10182767624,18.2767624020888,9.14285714285714,5.11860337316116,2.9056304388568,2.21297293430436,1.28,0.14,7.66,0.01,0,NA,27.6,NA,510.949074074074,0.03527118,71.7905167587216,215.278151710818,0.0699382455793263,"Fe-lim",0.0030203226,0.0043688505,0.94038916,0.052221682,"Subtropical",0.961261695938319,-0.67137095,-0.653331862,-0.026259072,0.556795429,0.413194206,-0.003552316,-0.24132218,0.040162175,0.312200808,1.529855887
"37","NH1418",2014-10-06,2014,6,10,17,-157.3,17,5,138.679245283019,16.9811320754717,8.16666666666667,4.93216367865476,2.83210284977219,2.10006082888257,1.47,0.18,10.6,0.1,0,NA,27.6,NA,476.574074074074,NA,NA,NA,0.0736722946701462,"Fe-lim",0.006361286,0.0075662453,0.9104355,0.07563694,"Subtropical",0.956304755963035,-0.63047036,-0.600947292,0.222178579,0.238325813,0.094206583,0.242333058,-0.248815307,0.069156443,0.449513286,1.545120917
"38","I9N",2016-03-22,2016,22,3,-31.034,110.45,31.034,5,118.588531821046,15.2551984877127,7.77364725320116,4.77565978560701,2.7249203294057,2.05073945620131,1.882,0.2421,15.87,NA,NA,NA,21.4,145,354.444409722222,NA,54.8980613699242,NA,0.184177940127483,"N-lim",0.23746082,0.44961515,0.31263345,0.00029058167,"Subtropical",0.856861520053447,-0.102259837,0.218609732,0.041197743,0.045244909,0.232565606,0.087207491,-0.265816037,-0.618871624,0.372055792,1.931014255
"39","I9N",2016-03-22,2016,22,3,-31.034,110.45,31.034,5,118.588531821046,15.2551984877127,7.77364725320116,4.77565978560701,2.7249203294057,2.05073945620131,1.882,0.2421,15.87,NA,NA,NA,21.4,145,354.444409722222,NA,54.8980613699242,NA,0.184177940127483,"N-lim",0.23746082,0.44961515,0.31263345,0.00029058167,"Subtropical",0.856861520053447,-0.30549194,0.052936115,0.148518524,0.068628932,0.234377608,0.079214723,-0.265816037,-0.5494633,0.226130134,1.847459162
"40","I9N",2016-03-22,2016,22,3,-31.034,110.45,31.034,5,118.588531821046,15.2551984877127,7.77364725320116,4.77565978560701,2.7249203294057,2.05073945620131,1.882,0.2421,15.87,NA,NA,NA,21.4,145,354.444409722222,NA,54.8980613699242,NA,0.184177940127483,"N-lim",0.23746082,0.44961515,0.31263345,0.00029058167,"Subtropical",0.856861520053447,-0.102259837,0.218609732,0.041197743,0.045244909,0.232565606,0.087207491,-0.265816037,-0.618871624,0.372055792,1.931014255
"41","I9N",2016-03-22,2016,22,3,-31.034,110.45,31.034,5,118.588531821046,15.2551984877127,7.77364725320116,4.77565978560701,2.7249203294057,2.05073945620131,1.882,0.2421,15.87,NA,NA,NA,21.4,145,354.444409722222,NA,54.8980613699242,NA,0.184177940127483,"N-lim",0.23746082,0.44961515,0.31263345,0.00029058167,"Subtropical",0.856861520053447,-0.30549194,0.052936115,0.148518524,0.068628932,0.234377608,0.079214723,-0.265816037,-0.5494633,0.226130134,1.847459162
"42","I9N",2016-03-22,2016,22,3,-30.848,109.39,30.848,5,160.456942003515,20.697129466901,7.75261817152562,5.07802563245673,3.02999501755875,2.04803061489798,2.739,0.3533,17.07,NA,NA,NA,21.8,147,372.384259259259,NA,48.5840926595842,NA,0.166660023637633,"N-lim",0.06280377,0.4632579,0.4738552,8.3152685e-05,"Subtropical",0.858530627527922,-0.61829362,-0.500666356,-0.304199591,0.344869754,0.128530362,-0.249824874,-0.265816037,-0.143875693,-0.306224317,1.349156127
"43","I9N",2016-03-22,2016,22,3,-30.697,108.52,30.697,5,161.221028829847,20.7235726399096,7.77959629023459,5.08277627336249,3.03127182723391,2.05150444612858,2.852,0.3666,17.69,NA,NA,NA,22.7,147,348.194444444444,0.087394364,48.5840926595842,146.921536993112,0.166660023637633,"N-lim",0.054700825,0.4255252,0.519683,9.1017006e-05,"Subtropical",0.859879002382865,-0.467473,-0.232847914,-0.423768136,-0.146788108,-0.094587693,-0.067945793,-0.265816037,-0.148997398,-0.419166536,1.268684323
"44","I9N",2016-03-22,2016,22,3,-30.539,107.65,30.539,5,172.825469016487,26.4582148948266,6.53201547056296,5.1522822356508,3.27556669211872,1.87671554353208,3.04,0.4654,17.59,NA,NA,NA,20.7,146,365.995347222222,NA,44.2939313628803,NA,0.149142121713908,"N-lim",0.06477274,0.4331809,0.50196314,8.3155144e-05,"Subtropical",0.861283490456826,-0.253891206,-0.045964502,-0.112460432,-0.313918728,-0.068976377,-0.096789327,-0.265816037,-0.311520056,0.167351457,1.735169905
"45","I9N",2016-03-22,2016,22,3,-30.358,106.58,30.358,5,158.77472878111,21.6400765794512,7.3370687112946,5.06748639749114,3.07454699276366,1.99293940472748,2.488,0.3391,15.67,NA,NA,NA,20.7,145,406.898148148148,0.07749549,59.4358277615863,153.827797892319,0.152272645880913,"N-lim",0.05204595,0.36408046,0.583788,8.554248e-05,"Subtropical",0.862884379563315,-0.452158335,-0.192575393,-0.342387212,-0.113134003,0.241993058,-0.166049224,-0.265816037,-0.020680447,-0.072789914,1.389055252
"46","I9N",2016-03-23,2016,23,3,-30.207,105.72,30.207,5,175.761973875181,24.1074020319303,7.29078868151716,5.16913065852752,3.18251893159368,1.98661172693384,2.422,0.3322,13.78,NA,NA,NA,20.5,145,428.287013888889,0.0787779,36.6633145113172,222.226208675744,0.138297006897048,"N-lim",0.07279688,0.29886734,0.6280606,0.00027521723,"Subtropical",0.864213340023762,-0.590983956,-0.604677385,-0.290118168,0.150440159,0.265532178,-0.31025125,-0.265816037,-0.121465021,-0.051650136,1.378704068
"47","I9N",2016-03-23,2016,23,3,-30.044,104.79,30.044,5,178.815977175464,23.8873038516405,7.48581666169006,5.18635721655185,3.17334709819372,2.01301011835813,2.507,0.3349,14.02,NA,NA,NA,21,110,409.027731481481,0.06301376,21.3018364089226,282.835035055529,0.124321382465986,"N-lim",0.08739169,0.27536994,0.6365477,0.000690661,"Subtropical",0.865641176022135,-0.604907265,-0.55695758,-0.338811451,0.117763571,0.084999356,-0.151820739,-0.265816037,0.164550095,-0.129771077,1.349704825
"48","I9N",2016-03-23,2016,23,3,-29.864,103.77,29.864,5,176.208749040675,22.7091327705295,7.7593781683001,5.1716693663027,3.12276716826941,2.04890219803329,2.296,0.2959,13.03,NA,NA,NA,21.2,145,365,0.04037196,35.3756135953919,222.856658882055,0.111400674940754,"Fe-lim",0.08992356,0.2520593,0.6572865,0.00073058537,"Subtropical",0.867209786880664,-0.614788688,-0.658710573,-0.590618565,0.280095069,0.056506212,-0.13099237,-0.265816037,0.005217127,-0.731281579,1.293240016
"49","I9N",2016-03-23,2016,23,3,-29.726,103.01,29.726,5,184.402924451665,22.6238830219334,8.1508078994614,5.21712317027909,3.11900611917098,2.09811705110811,2.27,0.2785,12.31,NA,NA,NA,21.1,146,411.666666666667,0.043473642,45.7906340575599,217.491027519458,0.102699685975871,"Fe-lim",0.09608836,0.23592296,0.6665542,0.0014345243,"Subtropical",0.868406592999147,-0.614388586,-0.647430116,-0.400693224,0.246559212,0.050228444,-0.155242532,-0.265816037,-0.078448363,-0.569679493,1.33255165
"50","I9N",2016-03-23,2016,23,3,-29.515,101.79,29.515,5,168.605518269948,20.6338553318419,8.17130466208891,5.12756177498438,3.02693318949929,2.10062858548509,2.261,0.2767,13.41,NA,NA,NA,21.2,144,410.671296296296,0.046269383,36.9776316894198,239.072747652053,0.0939986970109885,"Fe-lim",0.091948,0.22784035,0.67745876,0.0027528717,"Subtropical",0.87022674992818,-0.623471571,-0.610432887,-0.116755203,0.127995569,-0.071795149,-0.034714953,-0.265816037,-0.271898396,0.003214564,1.423330856
"51","I9N",2016-03-24,2016,24,3,-29.335,100.76,29.335,5,166.739766081871,19.9707602339181,8.34919472913616,5.11643431008998,2.99426921550223,2.12216509458775,2.281,0.2732,13.68,NA,NA,NA,21,144,432.24537037037,NA,47.7565906564488,NA,0.0980957752716449,"Fe-lim",0.08639488,0.2097136,0.7013564,0.0025351478,"Subtropical",0.871770163013672,-0.632497902,-0.690828298,-0.30854085,0.193560821,0.224774627,-0.265412372,-0.265816037,0.056350028,0.073247321,1.350636136
"52","I9N",2016-03-24,2016,24,3,-29.178,99.878,29.178,5,187.425149700599,23.9349871685201,7.83059328091494,5.23337956411149,3.1753412867474,2.05803827736409,2.191,0.2798,11.69,NA,NA,NA,21.2,144,441.296296296296,NA,38.0368439374429,NA,0.091228266094312,"Fe-lim",0.05969827,0.17822275,0.76101565,0.0010633527,"Subtropical",0.87310933757712,-0.661083479,-0.626395969,-0.4005457,1.028889213,0.444129152,-0.119130291,-0.265816037,0.437284918,-0.152054463,1.419881608
"53","I9N",2016-03-24,2016,24,3,-28.994,98.828,28.994,5,145.893719806763,17.3268921095008,8.42007434944238,4.98287841009759,2.8522597517823,2.1306186583153,1.812,0.2152,12.42,NA,NA,NA,21.8,146,455.300891203704,0.038738273,45.3585050708527,248.359788101472,0.086106128631247,"Fe-lim",0.05969827,0.17822275,0.76101565,0.0010633527,"Subtropical",0.874670471488376,-0.670187453,-0.668948355,-0.056880312,0.818983231,0.150722562,-0.058504998,-0.265816037,0.048040219,0.103752744,1.467381658
"54","I9N",2016-03-24,2016,24,3,-28.86,98.06,28.86,5,137.853470437018,15.8354755784062,8.70535714285714,4.92619131261187,2.76225271290912,2.16393859970275,2.145,0.2464,15.56,NA,NA,NA,22.7,147,469.398148148148,0.041629046,37.4285626368256,277.610037992828,0.0809839838926685,"Fe-lim",0.041707627,0.1526849,0.8049264,0.0006810951,"Subtropical",0.875801708379411,-0.651864825,-0.702049107,-0.109748135,0.578264913,0.067314533,0.23886434,-0.265816037,-0.206161509,-0.020860911,1.499901239
