"","Cruise","ISO.DateTime.UTC","Year","Day","Month","Latitude","Longitude","absLatitude","Depth","CP","NP","CN","logCP","logNP","logCN","POCavg_uM","PONavg_uM","POPavg_nM","Nitrate","Nitrite","Phosphate","Temperature","Nutricline_1uM_Interp","PAR_MODIS_surfmean_umols","CHLOR_a_MODIS","MLD_Holte17","MLPAR_surfmean_umols","FeT_CESM","sp_Nutlim_CESM2","frac_dia_NOBM","frac_coc_NOBM","frac_cya_NOBM","frac_chloro_NOBM","region","area_weights"
"1","BVAL46",2011-09-28,2011,28,9,33.666,-64.167,33.666,4,NA,NA,NA,NA,NA,NA,NA,NA,10,0,NA,0,NA,NA,506.921261574074,0.06582372,34.9461405602849,281.483859495935,0.58357285161037,"PN-colim",0.021779366,0.0011471611,0.5618941,0.41517928,"Subtropical",0.832283226941183
"2","BVAL46",2011-09-29,2011,29,9,35.662,-64.166,35.662,5,NA,NA,NA,NA,NA,NA,NA,NA,9,0,NA,0,NA,NA,493.148148148148,0.10813603,39.8002507993662,223.961825462429,0.489922778797336,"Fe-lim",0.007885455,0.0042063077,0.60516316,0.38274506,"Subtropical",0.812470367446294
"3","BVAL46",2011-09-30,2011,30,9,37.671,-64.159,37.671,5,NA,NA,NA,NA,NA,NA,NA,NA,18,0,NA,0,NA,NA,332.268472222222,0.16768265,48.7555201141051,113.194457568045,0.435650978033664,"Fe-lim",0.0066918214,0.00714267,0.3055842,0.6805813,"Subtropical",0.791532953254339
"4","BVAL46",2011-10-01,2011,1,10,39.453,-64.148,39.453,5,NA,NA,NA,NA,NA,NA,NA,NA,8,0.13,NA,0,26.5,NA,265.092592592593,0.13308956,48.0852532076743,98.7302116555349,0.49214311002288,"Fe-lim",0.104696944,0.010954347,0.13047759,0.7538711,"Subtropical",0.772146101700644
"5","BVAL46",2011-10-05,2011,5,10,31.676,-64.175,31.676,4,NA,NA,NA,NA,NA,NA,NA,NA,10,0.11,NA,0,NA,NA,314.351851851852,0.04877998,46.131468079219,160.828682349909,0.67230430431664,"PN-colim",0.016684635,0.019763395,0.6761129,0.28743908,"Subtropical",0.851031143826603
"6","BVAL46",2011-10-06,2011,6,10,29.665,-64.468,29.665,4,NA,NA,NA,NA,NA,NA,NA,NA,9,0,NA,0,NA,NA,275.763842592593,NA,46.3048608308427,NA,0.794189982116222,"P-lim",0.009178653,0.013689119,0.84472847,0.13240382,"Subtropical",0.868934010829204
"7","BVAL46",2011-10-09,2011,9,10,27.663,-64.769,27.663,5,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,0,NA,NA,455.439814814815,0.05867794,47.1921385123563,219.240962651853,1.02129162405618,"P-lim",0.010198304,0.0044477494,0.8589782,0.12637576,"Subtropical",0.885693623014967
"8","BVAL46",2011-10-11,2011,11,10,23.667,-65.364,23.667,5,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,0,NA,NA,478.333333333333,0.04424725,42.8230526218036,261.008573970276,1.52208225335926,"P-lim",0.0030734167,0.0014071551,0.894406,0.10111343,"Subtropical",0.915893946751219
"9","BVAL46",2011-10-13,2011,13,10,20.666,-65.817,20.666,4,NA,NA,NA,NA,NA,NA,NA,NA,11,0,NA,0,NA,NA,550.277777777778,0.06722918,21.8011977727136,373.77306269656,1.76938768709078,"P-lim",0.03960135,0.024729244,0.6241053,0.3115642,"Subtropical",0.935653622309785
"10","BVAL46",2011-10-13,2011,13,10,19.667,-65.967,19.667,5,NA,NA,NA,NA,NA,NA,NA,NA,9,0,NA,0,28.7,NA,541.921296296296,0.060009506,28.2907302562738,338.745669471549,1.84443494072184,"P-lim",0.048359886,0.034062248,0.6064588,0.31111908,"Subtropical",0.941664541576091
"11","BVAL46",2011-10-15,2011,15,10,22.667,-65.516,22.667,3,NA,NA,NA,NA,NA,NA,NA,NA,12,0,NA,0,NA,NA,473.935162037037,0.061208878,29.0610857409177,291.74871923328,1.60525750834495,"P-lim",0.0066220113,0.0026072618,0.8565142,0.1342565,"Subtropical",0.922760202352316
"12","BVAL46",2011-10-16,2011,16,10,24.667,-65.22,24.667,4,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,0,NA,NA,NA,NA,47.762411054492,NA,1.39667734038085,"P-lim",0.0015241256,0.00078938383,0.9593498,0.038336735,"Subtropical",0.908748700981477
"13","BVAL46",2011-10-17,2011,17,10,26.667,-64.917,26.667,5,NA,NA,NA,NA,NA,NA,NA,NA,8,0,NA,0,NA,NA,NA,NA,33.890950397039,NA,1.14372133975849,"P-lim",0.0052436963,0.002636771,0.9160381,0.07608148,"Subtropical",0.893630029300498
"14","BVAL46",2011-10-17,2011,17,10,28.667,-64.616,28.667,3,NA,NA,NA,NA,NA,NA,NA,NA,15,0,NA,0,NA,NA,NA,NA,35.5535430780094,NA,0.91015177895315,"P-lim",0.011183409,0.011230782,0.83686596,0.14071985,"Subtropical",0.877422607081969
"15","BVAL46",2011-10-18,2011,18,10,30.668,-64.32,30.668,4,NA,NA,NA,NA,NA,NA,NA,NA,12,0,NA,0,NA,NA,NA,NA,33.6555128043306,NA,0.721619726391509,"PN-colim",0.010653748,0.026300384,0.7791129,0.18393302,"Subtropical",0.860137278432441
"16","AE1319",2013-08-15,2013,15,8,31.7,-64.2,31.7,1,328.407224958949,4.92610837438424,66.6666666666667,5.79425437782028,1.59454929994035,4.19970507787993,2,0.03,6.09,NA,NA,0,NA,NA,567.569467592593,0.06504466,20.0053256136862,399.012139269726,0.67230430431664,"PN-colim",0.008687385,0.012341461,0.915452,0.06351915,"Subtropical",0.850811109424051
"17","AE1319",2013-08-17,2013,17,8,37.7,-66.7,37.7,1,257.019438444924,22.3182145428366,11.5161290322581,5.54915171800743,3.10540314071294,2.44374857729449,3.57,0.31,13.89,NA,NA,0,NA,NA,388.518518518519,NA,31.7878760499922,NA,0.522055321198422,"PN-colim",0.025402639,0.009403764,0.269603,0.6955906,"Subtropical",0.79122353296749
"18","AE1319",2013-08-18,2013,18,8,42,-69.2,42,1,450.236966824645,57.4644549763033,7.83505154639175,6.10977403710661,4.05116658232962,2.05860745477699,7.6,0.97,16.88,0.03,NA,0,NA,NA,528.75,0.5272137,NA,NA,NA,"PN-colim",NA,NA,NA,NA,"Subtropical",0.743144825477394
"19","AE1319",2013-08-26,2013,26,8,55,-49,55,1,83.3703868385949,11.5606936416185,7.21153846153846,4.42329317243329,2.4476108650443,1.97568230738898,7.5,1.04,89.96,NA,NA,NA,NA,NA,233.009212962963,NA,17.6210632102945,NA,0.333230289470521,"Fe-lim",0.9920292,0.007970785,9.989589e-18,5.212703e-13,"Subpolar",0.573576436351046
"20","AE1319",2013-08-27,2013,27,8,53,-46,53,1,96.2454212454212,12.7289377289377,7.56115107913669,4.56690140056019,2.54387796281393,2.02302343774626,10.51,1.39,109.2,0.16,NA,0.7,NA,NA,307.037037037037,0.86868215,15.8260591136413,142.228580123097,0.26696148688643,"Fe-lim",0.84473246,0.15526755,1.8134406e-15,5.081676e-11,"Subpolar",0.601815023152048
"21","AE1319",2013-08-28,2013,28,8,51,-43,51,5,105.928085519922,9.91253644314869,10.6862745098039,4.66276042537723,2.29380026343831,2.36896016193892,5.45,0.51,51.45,0.07,NA,0,13.4,NA,349.143483796296,0.42197797,14.9692876670144,199.129623318056,0.211337095876729,"Fe-lim",0.062412307,0.93758774,8.406547e-14,5.8611904e-10,"Subpolar",0.629320391049838
"22","AE1319",2013-08-29,2013,29,8,49,-40,49,5,117.769454848107,13.1086142322097,8.98412698412698,4.76872894088891,2.57326958907726,2.19545935181165,5.66,0.63,48.06,NA,NA,0,NA,NA,309.189780092593,0.24843511,22.3499889771289,160.737077750208,0.16456038279955,"Fe-lim",0.06874379,0.93125254,8.6953146e-11,3.678202e-06,"Subpolar",0.656059028990507
"23","AE1319",2013-08-30,2013,30,8,47,-42.5,47,5,110.349330721515,12.7326150832517,8.66666666666667,4.70365106763238,2.54416681827901,2.15948424935337,3.38,0.39,30.63,0.03,NA,0,18.3,NA,367.430532407407,NA,10.9938450756609,NA,0.171133920474631,"Fe-lim",0.8361403,0.16385624,3.3821276e-11,3.507943e-06,"Subpolar",0.681998360062498
"24","AE1319",2013-08-31,2013,31,8,45,-45,45,5,133.186571271326,12.1078701155751,11,4.89175093674265,2.49385566394428,2.39789527279837,4.84,0.44,36.34,NA,NA,NA,NA,NA,440.810185185185,0.24376887,13.8464517029949,288.721797458488,0.212918614970192,"Fe-lim",0.9542476,0.039537877,6.4735406e-07,0.0062139165,"Subpolar",0.707106781186548
"25","AE1319",2013-09-01,2013,1,9,43,-47.5,43,5,112.658227848101,9.28270042194093,12.1363636363636,4.72435870325321,2.22815249821128,2.49620620504193,2.67,0.22,23.7,0.09,NA,0,19.4,NA,540.37037037037,0.17161761,14.8100932359459,365.135523286277,0.217075259456578,"Fe-lim",0.9542191,0.010323659,0.0006353789,0.034821745,"Subtropical",0.73135370161917
"26","AE1319",2013-09-02,2013,2,9,41,-50,41,5,121.859296482412,7.53768844221105,16.1666666666667,4.80286707164114,2.01991556236581,2.78295150927533,1.94,0.12,15.92,0.01,NA,0,23.7,NA,525.625,0.14631525,34.9499494859246,238.795804296576,0.208153639889019,"Fe-lim",0.08012363,0.15543611,0.14533871,0.6191015,"Subtropical",0.754709580222772
"27","AE1319",2013-09-03,2013,3,9,39,-52.5,39,5,169.831223628692,11.6033755274262,14.6363636363636,5.13480514171158,2.45129604952549,2.68350909218609,1.61,0.11,9.48,0.001,NA,0,NA,NA,496.50462962963,0.07313301,45.5119831516821,230.418225670301,0.210920096762379,"Fe-lim",0.01161779,0.08787597,0.4450531,0.45545316,"Subtropical",0.777145961456971
"28","AE1319",2013-09-04,2013,4,9,37,-55,37,5,177.330895795247,10.9689213893967,16.1666666666667,5.17801745506354,2.39506594578821,2.78295150927533,1.94,0.12,10.94,0.001,NA,0,27,NA,489.583333333333,NA,45.1273921205904,NA,0.247077425456155,"Fe-lim",0.008401362,0.08229898,0.69819283,0.21110685,"Subtropical",0.798635510047293
"29","AE1319",2013-09-05,2013,5,9,35,-57.5,35,5,135.389888603256,14.5672664952871,9.29411764705882,4.90815867972255,2.6787769907518,2.22938168897075,1.58,0.17,11.67,0.001,NA,0,NA,NA,340.347199074074,NA,23.3292668498512,NA,0.278453780993004,"Fe-lim",0.0050145625,0.11696947,0.76861346,0.1094025,"Subtropical",0.819152044288992
"30","AE1319",2013-09-06,2013,6,9,33,-60,33,5,233.295583238958,18.1200453001133,12.875,5.45230624716776,2.89701880061796,2.5552874465498,2.06,0.16,8.83,0.001,NA,0,27.5,NA,432.407407407407,NA,24.0288696319129,NA,0.396605912101222,"PN-colim",0.005553361,0.067177236,0.86715716,0.060112268,"Subtropical",0.838670567945424
"31","AE1319",2013-09-08,2013,8,9,31.7,-64.2,31.7,5,144.897959183673,18.3673469387755,7.88888888888889,4.97602976491878,2.91057446521368,2.0654552997051,1.42,0.18,9.8,0.001,NA,0,NA,NA,455.161990740741,0.090058416,29.3488274323809,258.013083268763,0.67230430431664,"PN-colim",0.00876904,0.022382902,0.87337136,0.09547672,"Subtropical",0.850811109424051
"32","NH1418",2014-09-20,2014,20,9,19.001,-158,19.001,2,182.217343578485,26.344676180022,6.91666666666667,5.20520017007872,3.27126621207012,1.9339339580086,1.66,0.24,9.11,0.01,0,NA,NA,NA,614.050925925926,0.055812124,45.5357573831869,306.038248489883,0.102880430857599,"N-lim",0.0022598384,0.008682651,0.8967416,0.09231592,"Subtropical",0.945512893219072
"33","NH1418",2014-09-21,2014,21,9,18.001,-157.65,18.001,5,246.666666666667,26.6666666666667,9.25,5.50803789753011,3.28341434600577,2.22462355152433,1.48,0.16,6,0.01,0,NA,NA,NA,566.087962962963,0.03818771,55.8904925752541,274.981289259546,0.0893569672912875,"Fe-lim",0.0015043553,0.009307448,0.91566926,0.07351896,"Subtropical",0.951051122786303
"34","NH1418",2014-09-22,2014,22,9,13.002,-155.57,13.002,5,150.137741046832,17.9063360881543,8.38461538461539,5.01155314638648,2.88515462161888,2.12639852476761,1.09,0.13,7.26,0.01,0,NA,28.1,NA,455.393518518518,NA,34.8031427637567,NA,0.0718131210166728,"Fe-lim",0.06654825,0.0017062926,0.3302049,0.6015405,"Tropical",0.974362211918508
"35","NH1418",2014-09-23,2014,23,9,11.999,-155.22,11.999,5,162.393162393162,23.1990231990232,7,5.09002032335082,3.14411017429551,1.94591014905531,1.33,0.19,8.19,0.03,-0.02,NA,28.4,NA,574.467592592593,NA,25.253699089705,NA,0.075525567897694,"Fe-lim",0.11739316,0.0022638324,0.2063234,0.6740196,"Tropical",0.978151229328383
"36","NH1418",2014-09-23,2014,23,9,11.001,-154.87,11.001,5,122.257053291536,15.6739811912226,7.8,4.80612582232694,2.75200208863139,2.05412373369555,1.17,0.15,9.57,0.01,0,NA,28.4,NA,440.856435185185,NA,23.1525077921305,NA,0.0800120521924352,"Fe-lim",0.11308292,0.0028360034,0.23128161,0.6527994,"Tropical",0.981623853052942
"37","NH1418",2014-09-24,2014,24,9,10.004,-154.52,10.004,5,172.379032258065,25.2016129032258,6.84,5.14969572819992,3.22690799656547,1.92278773163446,1.71,0.25,9.92,0.01,0,NA,NA,NA,490.763888888889,NA,23.4939339193186,NA,0.0833337076795448,"Fe-lim",0.08792842,0.00520399,0.3285196,0.578348,"Tropical",0.98479562768254
"38","NH1418",2014-09-25,2014,25,9,7.0004,-153.13,7.0004,5,152.625152625153,19.5360195360195,7.8125,5.02798493243137,2.97225991736885,2.05572501506252,1.25,0.16,8.19,0.01,0,NA,29.3,NA,497.175925925926,NA,50.4930831130934,NA,0.081795324591738,"Fe-lim",0.0050852355,0.10630024,0.6278009,0.26081365,"Tropical",0.992545300808614
"39","NH1418",2014-09-25,2014,25,9,5.999,-152.78,5.999,5,131.918819188192,20.2952029520295,6.5,4.88218672724245,3.01038455034086,1.87180217690159,1.43,0.22,10.84,0.01,0,NA,NA,NA,520.879606481481,0.05060173,57.8158029882779,229.049539077928,0.0770891863821621,"Fe-lim",0.0060738306,0.1311105,0.45378807,0.40902764,"Tropical",0.994523719582645
"40","NH1418",2014-09-26,2014,26,9,4.999,-152.43,4.999,5,123.512747875354,18.1303116147309,6.8125,4.81634437240383,2.89758521241447,1.91875915998936,2.18,0.32,17.65,0.11,0,NA,28.9,NA,578.773148148148,0.08377093,65.84612256958,196.6156353917,0.0742658273373831,"Fe-lim",0.011580275,0.12305706,0.32634145,0.5390212,"Tropical",0.996196219094689
"41","NH1418",2014-09-26,2014,26,9,3.0008,-151.74,3.0008,5,119.083969465649,21.3740458015267,5.57142857142857,4.77982887003648,3.06217737296214,1.71765149707433,2.34,0.42,19.65,3.6,0.15,NA,27.5,NA,561.550902777778,NA,41.7425958649365,NA,0.0798475213559247,"Fe-lim",0.031754393,0.11233705,0.10604636,0.74986213,"Tropical",0.998628803909427
"42","NH1418",2014-09-27,2014,27,9,1.9997,-151.39,1.9997,5,156.833824975418,26.5486725663717,5.90740740740741,5.05518680515848,3.27897974893791,1.77620705622057,3.19,0.54,20.34,3.6,0.11,NA,27.4,NA,440.787037037037,0.13225543,58.5637132370461,140.357878990195,0.0867280973202433,"Fe-lim",0.044676892,0.122174434,0.077110924,0.7560378,"Tropical",0.999391009738734
"43","NH1418",2014-09-27,2014,27,9,1e-04,-150.7,1e-04,5,139.68253968254,24.3386243386243,5.73913043478261,4.93937227407477,3.19206456741754,1.74730770665722,3.96,0.69,28.35,4.12,0.15,NA,NA,NA,654.421296296296,NA,44.2101793097184,NA,0.100331104936568,"Fe-lim",0.0840214,0.15392557,0.023437487,0.73861563,"Tropical",0.999999999998477
"44","NH1418",2014-09-28,2014,28,9,-2.001,-150,2.001,5,144.170017231476,24.1240666283745,5.97619047619048,4.97099327834573,3.18320995749732,1.78778332084842,2.51,0.42,17.41,4.98,0.16,NA,27.5,NA,623.657407407407,NA,69.8834080976004,NA,0.0773387922883284,"Fe-lim",0.08672187,0.28046784,0.005373933,0.62743634,"Tropical",0.999390217755755
"45","NH1418",2014-09-29,2014,29,9,-3.0001,-149.67,3.0001,5,131.10667996012,20.9371884346959,6.26190476190476,4.87601134263802,3.04152692874362,1.8344844138944,2.63,0.42,20.06,5.61,0.13,NA,NA,NA,652.060150462963,NA,128.24887673085,NA,0.0693552575403711,"Fe-lim",0.088168226,0.22561473,0.008499345,0.6777177,"Tropical",0.998629443409577
"46","NH1418",2014-09-29,2014,29,9,-0.9993,-150.35,0.9993,5,122.706889523033,22.4215246636771,5.47272727272727,4.80979849947252,3.11002141995612,1.6997770795164,3.01,0.55,24.53,4.66,0.16,NA,27.2,NA,652.384224537037,0.14837445,37.7836031281191,280.084502322946,0.0882050062436246,"Fe-lim",0.12713526,0.3086146,0.004251272,0.5599988,"Tropical",0.99984790830314
"47","NH1418",2014-09-30,2014,30,9,0.4971,-150.87,0.4971,5,NA,NA,NA,NA,NA,NA,NA,NA,19.92,3.8,0.15,NA,27.4,NA,627.824074074074,NA,44.2101793097184,NA,0.100331104936568,"Fe-lim",0.0840214,0.15392557,0.023437487,0.73861563,"Tropical",0.999962363472956
"48","NH1418",2014-09-30,2014,30,9,0.9972,-151.04,0.9972,5,NA,NA,NA,NA,NA,NA,NA,NA,21.8,2.35,0.09,NA,27.7,NA,649.814780092593,NA,51.8109146985463,NA,0.0979725750269722,"Fe-lim",0.064678326,0.12777328,0.045395885,0.76215255,"Tropical",0.999848546847946
"49","NH1418",2014-09-30,2014,30,9,1.4993,-151.22,1.4993,5,NA,NA,NA,NA,NA,NA,NA,NA,21.92,1.91,0.06,NA,27.9,NA,623.611076388889,0.13677119,51.8109146985463,217.026195717018,0.0979725750269722,"Fe-lim",0.051385045,0.1144335,0.06638443,0.767797,"Tropical",0.999657644712707
"50","NH1418",2014-10-01,2014,1,10,3.9985,-152.09,3.9985,5,358.295407529996,59.1642532064543,6.05594405594406,5.88135780684109,4.08031752853856,1.80104027830253,8.66,1.43,24.17,3.04,0.09,NA,27.7,NA,581.388888888889,NA,32.7055917086574,NA,0.0749203600862725,"Fe-lim",0.03285737,0.1616073,0.21186027,0.5936751,"Tropical",0.997565876138176
"51","NH1418",2014-10-03,2014,3,10,7.9994,-153.48,7.9994,5,167.630057803468,21.9653179190751,7.63157894736842,5.12175951447083,3.0894647512167,2.03229476325413,1.45,0.19,8.65,0.01,0,NA,29.1,NA,407.777777777778,NA,31.231825648385,NA,0.0856529244699367,"Fe-lim",0.008817637,0.09740549,0.67330056,0.22047627,"Tropical",0.990269526104578
"52","NH1418",2014-10-03,2014,3,10,9.0001,-154.17,9.0001,5,145.702306079665,226.415094339623,0.643518518518518,4.98156554066454,5.42237001521802,-0.440804474553473,1.39,2.16,9.54,0.01,0,NA,28.8,NA,298.125,NA,26.8231190448634,NA,0.0861956541213793,"Fe-lim",0.032218263,0.037701212,0.5920725,0.33800808,"Tropical",0.987688067563986
"53","NH1418",2014-10-05,2014,5,10,14,-155.91,14,5,136.114160263447,20.8562019758507,6.52631578947368,4.91349394732722,3.03765136088862,1.8758425864386,1.24,0.19,9.11,0.01,0,NA,NA,NA,516.064780092593,NA,37.7267895565795,NA,0.0687045468021896,"Fe-lim",0.04331096,0.0020760146,0.528702,0.42591104,"Tropical",0.970295726275996
"54","NH1418",2014-10-05,2014,5,10,14.999,-156.26,14.999,5,143.931256713212,20.4081632653061,7.05263157894737,4.96933580165598,3.01593498087151,1.95340082078447,1.34,0.19,9.31,0.01,0,NA,27.3,NA,418.287037037037,NA,39.3081365172066,NA,0.0664354113708576,"Fe-lim",0.014557903,0.002683809,0.76665574,0.21610263,"Tropical",0.965930343386453
"55","NH1418",2014-10-05,2014,5,10,16,-156.61,16,5,167.10182767624,18.2767624020888,9.14285714285714,5.11860337316116,2.9056304388568,2.21297293430436,1.28,0.14,7.66,0.01,0,NA,27.6,NA,510.949074074074,0.03527118,71.7905167587216,215.278151710818,0.0699382455793263,"Fe-lim",0.0030203226,0.0043688505,0.94038916,0.052221682,"Subtropical",0.961261695938319
"56","NH1418",2014-10-06,2014,6,10,17,-157.3,17,5,138.679245283019,16.9811320754717,8.16666666666667,4.93216367865476,2.83210284977219,2.10006082888257,1.47,0.18,10.6,0.1,0,NA,27.6,NA,476.574074074074,NA,NA,NA,0.0736722946701462,"Fe-lim",0.006361286,0.0075662453,0.9104355,0.07563694,"Subtropical",0.956304755963035
"57","I9N",2016-03-22,2016,22,3,-31.034,110.45,31.034,5,118.588531821046,15.2551984877127,7.77364725320116,4.77565978560701,2.7249203294057,2.05073945620131,1.882,0.2421,15.87,NA,NA,NA,21.4,145,354.444409722222,NA,54.8980613699242,NA,0.184177940127483,"N-lim",0.23746082,0.44961515,0.31263345,0.00029058167,"Subtropical",0.856861520053447
"58","I9N",2016-03-22,2016,22,3,-31.034,110.45,31.034,5,118.588531821046,15.2551984877127,7.77364725320116,4.77565978560701,2.7249203294057,2.05073945620131,1.882,0.2421,15.87,NA,NA,NA,21.4,145,354.444409722222,NA,54.8980613699242,NA,0.184177940127483,"N-lim",0.23746082,0.44961515,0.31263345,0.00029058167,"Subtropical",0.856861520053447
"59","I9N",2016-03-22,2016,22,3,-30.848,109.39,30.848,5,160.456942003515,20.697129466901,7.75261817152562,5.07802563245673,3.02999501755875,2.04803061489798,2.739,0.3533,17.07,NA,NA,NA,21.8,147,372.384259259259,NA,48.5840926595842,NA,0.166660023637633,"N-lim",0.06280377,0.4632579,0.4738552,8.3152685e-05,"Subtropical",0.858530627527922
"60","I9N",2016-03-22,2016,22,3,-30.697,108.52,30.697,5,161.221028829847,20.7235726399096,7.77959629023459,5.08277627336249,3.03127182723391,2.05150444612858,2.852,0.3666,17.69,NA,NA,NA,22.7,147,348.194444444444,0.087394364,48.5840926595842,146.921536993112,0.166660023637633,"N-lim",0.054700825,0.4255252,0.519683,9.1017006e-05,"Subtropical",0.859879002382865
"61","I9N",2016-03-22,2016,22,3,-30.539,107.65,30.539,5,172.825469016487,26.4582148948266,6.53201547056296,5.1522822356508,3.27556669211872,1.87671554353208,3.04,0.4654,17.59,NA,NA,NA,20.7,146,365.995347222222,NA,44.2939313628803,NA,0.149142121713908,"N-lim",0.06477274,0.4331809,0.50196314,8.3155144e-05,"Subtropical",0.861283490456826
"62","I9N",2016-03-22,2016,22,3,-30.358,106.58,30.358,5,158.77472878111,21.6400765794512,7.3370687112946,5.06748639749114,3.07454699276366,1.99293940472748,2.488,0.3391,15.67,NA,NA,NA,20.7,145,406.898148148148,0.07749549,59.4358277615863,153.827797892319,0.152272645880913,"N-lim",0.05204595,0.36408046,0.583788,8.554248e-05,"Subtropical",0.862884379563315
"63","I9N",2016-03-23,2016,23,3,-30.207,105.72,30.207,5,175.761973875181,24.1074020319303,7.29078868151716,5.16913065852752,3.18251893159368,1.98661172693384,2.422,0.3322,13.78,NA,NA,NA,20.5,145,428.287013888889,0.0787779,36.6633145113172,222.226208675744,0.138297006897048,"N-lim",0.07279688,0.29886734,0.6280606,0.00027521723,"Subtropical",0.864213340023762
"64","I9N",2016-03-23,2016,23,3,-30.044,104.79,30.044,5,178.815977175464,23.8873038516405,7.48581666169006,5.18635721655185,3.17334709819372,2.01301011835813,2.507,0.3349,14.02,NA,NA,NA,21,110,409.027731481481,0.06301376,21.3018364089226,282.835035055529,0.124321382465986,"N-lim",0.08739169,0.27536994,0.6365477,0.000690661,"Subtropical",0.865641176022135
"65","I9N",2016-03-23,2016,23,3,-29.864,103.77,29.864,5,176.208749040675,22.7091327705295,7.7593781683001,5.1716693663027,3.12276716826941,2.04890219803329,2.296,0.2959,13.03,NA,NA,NA,21.2,145,365,0.04037196,35.3756135953919,222.856658882055,0.111400674940754,"Fe-lim",0.08992356,0.2520593,0.6572865,0.00073058537,"Subtropical",0.867209786880664
"66","I9N",2016-03-23,2016,23,3,-29.726,103.01,29.726,5,184.402924451665,22.6238830219334,8.1508078994614,5.21712317027909,3.11900611917098,2.09811705110811,2.27,0.2785,12.31,NA,NA,NA,21.1,146,411.666666666667,0.043473642,45.7906340575599,217.491027519458,0.102699685975871,"Fe-lim",0.09608836,0.23592296,0.6665542,0.0014345243,"Subtropical",0.868406592999147
"67","I9N",2016-03-23,2016,23,3,-29.515,101.79,29.515,5,168.605518269948,20.6338553318419,8.17130466208891,5.12756177498438,3.02693318949929,2.10062858548509,2.261,0.2767,13.41,NA,NA,NA,21.2,144,410.671296296296,0.046269383,36.9776316894198,239.072747652053,0.0939986970109885,"Fe-lim",0.091948,0.22784035,0.67745876,0.0027528717,"Subtropical",0.87022674992818
"68","I9N",2016-03-24,2016,24,3,-29.335,100.76,29.335,5,166.739766081871,19.9707602339181,8.34919472913616,5.11643431008998,2.99426921550223,2.12216509458775,2.281,0.2732,13.68,NA,NA,NA,21,144,432.24537037037,NA,47.7565906564488,NA,0.0980957752716449,"Fe-lim",0.08639488,0.2097136,0.7013564,0.0025351478,"Subtropical",0.871770163013672
"69","I9N",2016-03-24,2016,24,3,-29.178,99.878,29.178,5,187.425149700599,23.9349871685201,7.83059328091494,5.23337956411149,3.1753412867474,2.05803827736409,2.191,0.2798,11.69,NA,NA,NA,21.2,144,441.296296296296,NA,38.0368439374429,NA,0.091228266094312,"Fe-lim",0.05969827,0.17822275,0.76101565,0.0010633527,"Subtropical",0.87310933757712
"70","I9N",2016-03-24,2016,24,3,-28.994,98.828,28.994,5,145.893719806763,17.3268921095008,8.42007434944238,4.98287841009759,2.8522597517823,2.1306186583153,1.812,0.2152,12.42,NA,NA,NA,21.8,146,455.300891203704,0.038738273,45.3585050708527,248.359788101472,0.086106128631247,"Fe-lim",0.05969827,0.17822275,0.76101565,0.0010633527,"Subtropical",0.874670471488376
"71","I9N",2016-03-24,2016,24,3,-28.86,98.06,28.86,5,137.853470437018,15.8354755784062,8.70535714285714,4.92619131261187,2.76225271290912,2.16393859970275,2.145,0.2464,15.56,NA,NA,NA,22.7,147,469.398148148148,0.041629046,37.4285626368256,277.610037992828,0.0809839838926685,"Fe-lim",0.041707627,0.1526849,0.8049264,0.0006810951,"Subtropical",0.875801708379411
"72","I9N",2016-03-24,2016,24,3,-28.701,97.179,28.701,5,190.882061446977,20.7631318136769,9.19331742243437,5.25165575799255,3.03317890499667,2.21847685299588,1.926,0.2095,10.09,NA,NA,NA,22.8,147,496.898148148148,0.031611882,19.3917597207654,384.826025188254,0.0758618391540899,"Fe-lim",0.031979535,0.14268984,0.82449305,0.00083761784,"Subtropical",0.877137782090816
"73","I9N",2016-03-24,2016,24,3,-28.538,96.263,28.538,5,165.152838427948,19.3100436681223,8.55269109000452,5.10687133865821,2.96062535786315,2.14624598079506,1.891,0.2211,11.45,NA,NA,NA,23.2,148,454.027743055556,0.040067777,39.5652504132025,263.540263127432,0.0727222125216365,"Fe-lim",0.030365953,0.13190562,0.8359671,0.0017613851,"Subtropical",0.878500455729598
"74","I9N",2016-03-25,2016,25,3,-28.313,95,28.313,5,148.381601362862,17.3253833049404,8.56440511307768,4.9997873430125,2.85217266921451,2.14761467379799,1.742,0.2034,11.74,0,0,0.07,22.8,148,505.532407407407,0.037797824,47.7593124556539,269.714534345882,0.080709820727165,"Fe-lim",0.035793867,0.12252522,0.8316678,0.010013128,"Subtropical",0.880369763643941
"75","I9N",2016-03-25,2016,25,3,-27.711,95,27.711,5,161.476147614761,18.7758775877588,8.60019175455417,5.0843574389672,2.93257293891513,2.15178450005207,1.794,0.2086,11.11,0,0,0.07,22.3,149,481.805555555556,0.030563945,47.7593124556539,269.751033231242,0.080709820727165,"Fe-lim",0.030335044,0.10418411,0.85724026,0.008240575,"Subtropical",0.885304366171536
